"unlist.Closeness.","unlist.CN_Betweenness.","unlist.CN_CBrokerage.","unlist.CN_Eigen.","unlist.CN_Info.","unlist.cutpoints_strong.","unlist.cutpoints_weak.","unlist.InDegree.","unlist.OutDegree.","unlist.TotalDegree."
0,0,0,0,0.000663917997473454,FALSE,FALSE,0.3,0,0.12
0,0,0,0,0.000663917997473449,FALSE,FALSE,0.9,0,0.36
0,0,0,0,0.000663917997473454,FALSE,FALSE,0.9,0,0.36
0,0,0,0,0.000663917997473471,FALSE,FALSE,0.15,0,0.06
0,0,0,0,4.0629097824248e-05,FALSE,FALSE,0.15,0,0.06
0,0,0,0,0.000663917997473447,FALSE,FALSE,1.2,0,0.48
2.5,0,1,0,0.000663917997473457,FALSE,FALSE,0,1,0.4
0,0,0,0,0.000663917997473498,FALSE,TRUE,0.45,0,0.18
0,0,0,0,0.000663917997473468,FALSE,FALSE,0.15,0,0.06
0,0,0,0,-4.41599926454224e-05,FALSE,TRUE,0.3,0,0.12
0,0,0,0,0.000663917997473483,FALSE,FALSE,0.15,0,0.06
0,0,0,0,0.000663917997473468,FALSE,FALSE,0.15,0,0.06
0,0,0,0,0.000663917997473448,FALSE,TRUE,2.1,0,0.84
0,0,0,0,0.000663917997473467,FALSE,FALSE,0.15,0,0.06
14.6666666666667,0,1,0,0.000663917997473465,FALSE,FALSE,0,0.5,0.2
0,0,0,0,0.000663917997473468,FALSE,FALSE,0.15,0,0.06
0,0,0,0,0.000663917997473455,FALSE,FALSE,0.3,0,0.12
0,0,0,0,0.000245367631916272,FALSE,FALSE,0.15,0,0.06
